IRO_INSTITUTION,PERSON_UID,ID_NUMBER,AGE,CITIZENSHIP_DESC,ETHNICITY,ETHNICITY_DESC,IS_WHITE,GENDER,IS_NON_BINARY,HAWAIIAN_IRO,DEGREE,DEPARTMENT,EDLVL_IRO,FT_PT_STAT,MAJOR_IRO,MAJOR_DESC_IRO,PROGRAM,PROGRAM_DESC
MAN,1896541,25471479,20,Resident Alien,CH,Chinese,0,M,1,N,BS,CEE,JR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1896550,25471568,21,US Citizen,CA,Caucasian or White,1,M,1,N,BS,PA,SR,FT,ASTP,Astrophysics,ASTP-BS,Astrophysics-BS
MAN,1900472,25510771,20,US Citizen,KO,Korean,0,F,1,N,BS,SLSC,SR,FT,MCB,Molecular & Cell Biology,MCB-BS,Molecular & Cell Biology-BS
MAN,1900575,25511842,22,US Citizen,CA,Caucasian or White,1,F,1,N,BS,SLSC,SR,FT,MB,Marine Biology,MB-BS,Marine Biology-BS
MAN,1904451,25550635,20,US Citizen,IN,Asian Indian,0,F,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1924775,25747562,27,US Citizen,CA,Caucasian or White,1,M,1,N,BS,EE,SR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1880298,25311020,22,US Citizen,CA,Caucasian or White,1,M,1,N,BS,OEST,SR,FT,GES,Global Environmental Science,GES-BS,Global Environmental Sci-BS
MAN,2040753,26927846,29,Resident Alien,KO,Korean,0,F,1,N,BA,MATH,SR,PT,MATH,Mathematics,MATH-BA,Mathematics-BA
MAN,2065880,27182147,22,US Citizen,CA,Caucasian or White,1,M,1,N,BS,SLSC,JR,PT,MB,Marine Biology,MB-BS,Marine Biology-BS
MAN,1777426,24289726,22,US Citizen,FI,Filipino,0,F,1,N,BS,MEDT,SR,FT,MEDT,Medical Technology,MEDT-BS,Medical Technology-BS
MAN,1793520,24446539,21,US Citizen,MA,Mixed Asian,0,F,1,N,BS,ICS,SR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1800020,24510183,21,US Citizen,CH,Chinese,0,F,1,N,BA,ACM,SR,FT,CM,Creative Media,CM-BA,Creative Media-BA
MAN,1782186,24336271,23,US Citizen,FI,Filipino,0,M,1,N,BS,MBBE,SR,PT,MBB,Molecular Biosciences &Biotech,MBB-BS,MolecularBioscience&Biotech-BS
MAN,1786973,24384413,23,US Citizen,CA,Caucasian or White,1,F,1,N,BS,HNFA,SR,FT,FSHN,Food Science & Human Nutrition,FSHN-BS,Food Sci & Human Nutrition-BS
MAN,1838817,24898709,22,US Citizen,TH,Thai,0,F,1,N,BS,CHEM,SR,FT,CHEM,Chemistry,CHEM-BS,Chemistry-BS
MAN,1828889,24799611,21,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1815086,24660623,20,US Citizen,FI,Filipino,0,F,1,N,BS,SLSC,JR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1723030,23741517,22,US Citizen,FI,Filipino,0,M,1,N,BS,ICS,SR,PT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1740033,23912896,22,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,BIOL,SR,PT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1707944,23571030,26,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,ICS,SR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1752874,24042776,43,Non-Citizen,CA,Caucasian or White,1,F,1,N,BA,ACM,SR,FT,CM,Creative Media,CM-BA,Creative Media-BA
MAN,1753157,24045622,23,US Citizen,MA,Mixed Asian,0,M,1,N,BS,ICS,SR,PT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1976339,26269099,20,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,ICS,JR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1971076,26216588,19,US Citizen,VI,Vietnamese,0,F,1,N,BS,ME,JR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1974589,26250496,20,US Citizen,FI,Filipino,0,M,1,N,BS,EE,JR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1966614,26172388,22,US Citizen,CA,Caucasian or White,1,M,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1975813,26263642,22,US Citizen,CA,Caucasian or White,1,F,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
WOA,1868800,25196197,22,US Citizen,JP,Japanese,0,M,1,N,BA,ACMW,JR,FT,CM,Creative Media,BA-CM-GCM,BA-Creative Media-GCM
MAN,1844576,24957091,21,US Citizen,CA,Caucasian or White,1,F,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
HIL,1842766,24938165,21,US Citizen,CA,Caucasian or White,1,M,1,N,BS,NATS,JR,FT,ASTR,Astronomy,BS-ASTR,Astronomy-BS
MAN,1856900,25077771,20,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BA,SLSC,JR,FT,BIOL,Biology,BIOL-BA,Biology-BA
MAN,1104929,16675119,33,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,ENGR,JR,FT,PREN,Pre-Engineering,PREN-BS(40),Pre-Engineering-BS
MAN,1146337,16855944,32,US Citizen,JP,Japanese,0,F,1,N,BS,SLSC,SR,PT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1410930,19896306,27,US Citizen,CH,Chinese,0,M,1,N,BS,ME,SR,PT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1434481,20494228,28,US Citizen,MA,Mixed Asian,0,M,1,N,BS,EE,SR,PT,CENG,Computer Engineering,CENG-BS,Computer Engineering-BS
WOA,1507266,21444830,28,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BA,ACMW,SR,FT,CM,Creative Media,BA-CM-GCM,BA-Creative Media-GCM
WOA,1538666,21780249,30,US Citizen,CA,Caucasian or White,1,F,1,N,BS,MNHS,JR,PT,NSCI,Natural Science,BS-NSCI-HLT,BS-Natural Science-HlthScience
MAN,1672180,23193303,23,US Citizen,MA,Mixed Asian,0,M,1,N,BS,CEE,SR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1632160,22760042,26,US Citizen,KO,Korean,0,F,1,N,BS,SLSC,JR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1918143,25684212,20,US Citizen,CA,Caucasian or White,1,M,1,N,BS,CHEM,SR,FT,CHEM,Chemistry,CHEM-BS,Chemistry-BS
MAN,1900264,25508662,20,US Citizen,MA,Mixed Asian,0,F,1,N,BS,CEE,SR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1908185,25586509,20,US Citizen,FI,Filipino,0,M,1,N,BS,ICS,JR,PT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1911488,25618132,20,US Citizen,CA,Caucasian or White,1,F,1,N,BS,SLSC,SR,FT,MB,Marine Biology,MB-BS,Marine Biology-BS
MAN,1928780,25788561,21,US Citizen,CA,Caucasian or White,1,M,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1928830,25788064,21,US Citizen,FI,Filipino,0,M,1,N,BS,CEE,SR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
HIL,1930504,25805035,22,US Citizen,CA,Caucasian or White,1,M,1,N,BS,BIOL,SR,PT,BIOL,Biology,BS-BIOL-BMD1,"Biology-Cell,Moleclr&Biomed-BS"
MAN,2022408,26735325,31,Resident Alien,FI,Filipino,0,F,1,N,BA,CHEM,SR,PT,BIOC,Biochemistry,BIOC-BA,Biochemistry-BA
HIL,1953204,26031305,19,US Citizen,CA,Caucasian or White,1,M,1,N,BS,CSCI,JR,FT,CSCI,Computer Science,BS-CSCI1,Computer Science-BS
MAN,1036308,16398708,32,US Citizen,MA,Mixed Asian,0,F,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1360607,19346505,30,US Citizen,FI,Filipino,0,M,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1434481,20494228,28,US Citizen,MA,Mixed Asian,0,M,1,N,BS,EE,JR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1557130,21971133,23,US Citizen,MA,Mixed Asian,0,M,1,N,BS,BIOL,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1602456,22448729,25,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,TPSS,SR,FT,TAE,Trop Agriculture & Environment,TAE-BS,Trop Ag & the Environment-BS
MAN,1678029,23254335,24,US Citizen,MA,Mixed Asian,0,M,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1704759,23535206,23,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,SLSC,JR,PT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1702310,23507351,22,US Citizen,MA,Mixed Asian,0,M,1,N,BS,ME,SR,PT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1703244,23517467,22,Resident Alien,FI,Filipino,0,F,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1746673,23980069,31,US Citizen,CA,Caucasian or White,1,F,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1783813,24352427,21,US Citizen,CA,Caucasian or White,1,F,1,N,BS,SLSC,JR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1783894,24353393,22,US Citizen,CA,Caucasian or White,1,M,1,N,BS,ME,SR,PT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
WOA,1782784,24342113,19,US Citizen,FI,Filipino,0,M,1,N,BA,ACMW,JR,FT,CM,Creative Media,BA-CM-GCM,BA-Creative Media-GCM
MAN,1783196,24346275,21,US Citizen,MA,Mixed Asian,0,F,1,N,BS,CHEM,SR,FT,BIOC,Biochemistry,BIOC-BS,Biochemistry-BS
MAN,1797849,24568194,22,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,N,BA,SLSC,SR,FT,BOT,Botany,BOT-BA,Botany-BA
MAN,1798165,24492108,22,US Citizen,FI,Filipino,0,M,1,N,BS,CEE,JR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1797463,24485189,22,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,SLSC,JR,PT,MB,Marine Biology,MB-BS,Marine Biology-BS
MAN,1813230,24642186,19,US Citizen,MA,Mixed Asian,0,F,1,N,BS,SLSC,JR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1811482,24624857,20,US Citizen,KO,Korean,0,F,1,N,BS,SLSC,JR,FT,MCB,Molecular & Cell Biology,MCB-BS,Molecular & Cell Biology-BS
MAN,1811489,24624923,20,US Citizen,MA,Mixed Asian,0,F,1,N,BS,SLSC,JR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1811693,24626974,22,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BS,ENGR,SR,PT,PREN,Pre-Engineering,PREN-BS(40),Pre-Engineering-BS
HIL,1825326,24764149,21,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BA,NATS,SR,FT,BIOL,Biology,BA-BIOL,Biology-BA
MAN,1825066,24761502,19,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BS,CEE,JR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1839529,24905390,21,US Citizen,MA,Mixed Asian,0,M,1,N,BS,EE,SR,FT,CENG,Computer Engineering,CENG-BS,Computer Engineering-BS
MAN,1840000,24910190,20,US Citizen,FI,Filipino,0,M,1,N,BS,EE,SR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1839333,24903310,21,US Citizen,FI,Filipino,0,M,1,N,BS,EE,JR,FT,CENG,Computer Engineering,CENG-BS,Computer Engineering-BS
MAN,1849321,25002827,21,US Citizen,FI,Filipino,0,M,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1849441,25004022,21,US Citizen,FI,Filipino,0,M,1,N,BS,ICS,JR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1848376,24993553,21,US Citizen,CH,Chinese,0,F,1,N,BS,ICS,SR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1848759,24997392,20,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1848764,24997446,25,US Citizen,HS,Hispanic,0,M,1,N,BS,CHEM,JR,FT,BIOC,Biochemistry,BIOC-BS,Biochemistry-BS
MAN,1861529,25123519,21,US Citizen,FI,Filipino,0,M,1,N,BS,EE,SR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1875348,25262907,21,US Citizen,CA,Caucasian or White,1,M,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1876065,25268548,21,US Citizen,VI,Vietnamese,0,M,1,N,BS,EE,JR,FT,CENG,Computer Engineering,CENG-BS,Computer Engineering-BS
MAN,1896545,25471516,20,US Citizen,MA,Mixed Asian,0,F,1,N,BA,ACM,JR,FT,CM,Creative Media,CM-BA,Creative Media-BA
HIL,1896729,25473350,19,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BA,BIOL,JR,FT,BIOL,Biology,BA-BIOL1,Biology-BA
MAN,1896360,25469577,20,Resident Alien,CH,Chinese,0,M,1,N,BS,ICS,JR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1903995,25549690,25,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,HNFA,SR,FT,FSHN,Food Science & Human Nutrition,FSHN-BS,Food Sci & Human Nutrition-BS
MAN,1913339,25636265,19,US Citizen,CH,Chinese,0,F,1,N,BS,ENGR,JR,FT,PREN,Pre-Engineering,PREN-BS(40),Pre-Engineering-BS
MAN,1911900,25622139,20,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BS,SLSC,JR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1934807,25848837,20,US Citizen,AA,African American or Black,0,F,1,N,BS,ME,JR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
HIL,1951368,26012791,21,US Citizen,CA,Caucasian or White,1,F,1,N,BA,MARE,JR,FT,MARE,Marine Science,BA-MARE1,Marine Science-BA
MAN,1963686,26142861,19,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BS,MBBE,JR,FT,MBB,Molecular Biosciences &Biotech,MBB-BS,MolecularBioscience&Biotech-BS
MAN,1971136,26217174,21,Non-Citizen,HS,Hispanic,0,M,1,N,BA,SLSC,JR,FT,BIOL,Biology,BIOL-BA,Biology-BA
MAN,1990063,26409755,19,US Citizen,VI,Vietnamese,0,M,1,N,BS,CEE,JR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,2017050,26680593,21,US Citizen,MX,Mixed Race (2 or more),0,M,1,Y,BS,MBBE,JR,FT,MBB,Molecular Biosciences &Biotech,MBB-BS,MolecularBioscience&Biotech-BS
MAN,2039928,26918652,29,US Citizen,CH,Chinese,0,M,1,N,BS,ICS,SR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
WOA,206623,13055497,60,US Citizen,CA,Caucasian or White,1,F,1,N,BA,ACMW,SR,FT,CM,Creative Media,BA-CM-GCM,BA-Creative Media-GCM
MAN,198932,10236896,44,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BA,GG,SR,PT,GEOL,Geology,GEOL-BA,Geology-BA
MAN,545363,10963254,39,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,EE,SR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
WOA,1002167,16259993,31,US Citizen,MA,Mixed Asian,0,M,1,N,BA,ACMW,SR,FT,CM,Creative Media,BA-CM-GCM,BA-Creative Media-GCM
MAN,1252605,17315535,39,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BA,ICS,SR,PT,ICS,Information & Computer Science,ICS-BA,Information & Computer Sci-BA
HIL,1483571,21200654,30,US Citizen,CA,Caucasian or White,1,M,1,N,BS,CSCI,SR,FT,CSCI,Computer Science,BS-CSCI1,Computer Science-BS
MAN,1594033,22358162,26,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,SLSC,SR,PT,BOT,Botany,BOT-BS,Botany-BS
MAN,1638407,22829182,24,US Citizen,MA,Mixed Asian,0,M,1,N,BS,ME,SR,PT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1673753,23209435,23,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1675305,23226014,24,US Citizen,CA,Caucasian or White,1,F,1,N,BS,SLSC,SR,PT,MB,Marine Biology,MB-BS,Marine Biology-BS
MAN,1673182,23203125,23,US Citizen,MA,Mixed Asian,0,M,1,N,BS,MEDT,SR,FT,MEDT,Medical Technology,MEDT-BS,Medical Technology-BS
MAN,1673469,23206425,23,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1701835,23502448,22,Resident Alien,FI,Filipino,0,F,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1702049,23504418,20,US Citizen,MA,Mixed Asian,0,M,1,N,BS,ICS,JR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1699462,23476107,22,Resident Alien,FI,Filipino,0,F,1,N,BS,ICS,SR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1725915,23772277,21,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,SLSC,SR,PT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1726121,23774253,23,US Citizen,JP,Japanese,0,M,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1724919,23761204,19,US Citizen,CH,Chinese,0,F,1,N,BS,SLSC,SR,FT,MCB,Molecular & Cell Biology,MCB-BS,Molecular & Cell Biology-BS
MAN,1725325,23765774,23,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BS,CHEM,SR,PT,CHEM,Chemistry,CHEM-BS,Chemistry-BS
MAN,1746363,23976927,21,US Citizen,FI,Filipino,0,F,1,N,BS,CEE,JR,PT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1746402,23977306,20,US Citizen,CA,Caucasian or White,1,F,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1743217,23944896,24,US Citizen,CA,Caucasian or White,1,M,1,N,BS,ICS,SR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1782052,24334987,22,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BS,HNFA,SR,PT,ANSC,Animal Sciences,ANSC-BS,Animal Sciences-BS
MAN,1781049,24325681,20,US Citizen,CA,Caucasian or White,1,F,1,N,BS,CHEM,JR,FT,BIOC,Biochemistry,BIOC-BS,Biochemistry-BS
MAN,1781068,24325818,19,US Citizen,FI,Filipino,0,M,1,N,BS,SLSC,JR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1795731,24467783,22,US Citizen,CA,Caucasian or White,1,M,1,N,BS,CEE,SR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
HIL,1809543,24605044,23,US Citizen,CA,Caucasian or White,1,F,1,N,BS,NATS,SR,PT,BIOL,Biology,BS-BIOL,Biology-BS
MAN,1822387,24734557,31,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BA,ICS,SR,FT,ICS,Information & Computer Science,ICS-BA,Information & Computer Sci-BA
MAN,1838797,24898431,20,US Citizen,CA,Caucasian or White,1,M,1,N,BS,GG,JR,PT,GG,Geology & Geophysics,GG-BS,Geology & Geophysics-BS
MAN,1837926,24889685,21,Resident Alien,FI,Filipino,0,M,1,N,BA,SLSC,SR,FT,BOT,Botany,BOT-BA,Botany-BA
MAN,1861015,25118961,21,US Citizen,JP,Japanese,0,M,1,N,BS,ICS,JR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
HIL,1858622,25094775,21,US Citizen,CA,Caucasian or White,1,F,1,Y,BS,BIOL,SR,FT,BIOL,Biology,BS-BIOL-BMD1,"Biology-Cell,Moleclr&Biomed-BS"
MAN,1858686,25117737,21,US Citizen,HS,Hispanic,0,M,1,N,BS,ME,JR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
HIL,1858925,25097325,21,US Citizen,CA,Caucasian or White,1,F,1,N,BS,NATS,SR,FT,MARE,Marine Science,BS-MARE,Marine Science-BS
MAN,1873566,25244237,21,US Citizen,CA,Caucasian or White,1,F,1,N,BS,NSCI,JR,PT,MB,Marine Biology,MB-BS,Marine Biology-BS
MAN,1872549,25233455,21,US Citizen,HS,Hispanic,0,F,1,N,BS,CEE,JR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1872734,25235307,20,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BS,ME,JR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1895937,25465289,19,US Citizen,JP,Japanese,0,M,1,N,BS,ME,JR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1903060,25536782,20,US Citizen,JP,Japanese,0,M,1,N,BS,ICS,JR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
HIL,1911023,25613577,20,US Citizen,CA,Caucasian or White,1,F,1,N,BS,ASTR,JR,FT,ASTR,Astronomy,BS-ASTR1,Astronomy-BS
MAN,1911032,25613666,21,Resident Alien,FI,Filipino,0,F,1,N,BS,MBBE,JR,FT,BENG,Biological Engineering,BENG-BS,Biological Engineering-BS
HIL,1911693,25620063,20,US Citizen,FI,Filipino,0,M,1,N,BS,CSCI,JR,FT,CSCI,Computer Science,BS-CSCI1,Computer Science-BS
MAN,1911488,25618132,20,US Citizen,CA,Caucasian or White,1,F,1,N,BS,SLSC,JR,FT,MB,Marine Biology,MB-BS,Marine Biology-BS
MAN,1910471,25608168,20,US Citizen,CA,Caucasian or White,1,F,1,N,BA,SLSC,JR,FT,BIOL,Biology,BIOL-BA,Biology-BA
MAN,1910478,25608234,17,US Citizen,CA,Caucasian or White,1,M,1,N,BS,CEE,JR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1922044,25720289,21,Non-Citizen,KO,Korean,0,M,1,N,BS,ME,JR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1921632,25719666,20,Non-Citizen,IN,Asian Indian,0,F,1,N,BS,ICS,JR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
HIL,1933432,25834249,20,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,SOCS,JR,FT,ENSC,Environmental Science,BS-ENSC,Environmental Science-BS
MAN,1933532,25835220,22,Non-Citizen,CA,Caucasian or White,1,F,1,N,BS,PA,JR,FT,PHYS,Physics,PHYS-BS,Physics-BS
WOA,1941278,25912653,20,US Citizen,JP,Japanese,0,M,1,N,BA,ACMW,JR,FT,CM,Creative Media,BA-CM-DM,BA-Creative Media-DM
MAN,1949561,25994485,24,Resident Alien,CA,Caucasian or White,1,N,0,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1963030,26136234,25,US Citizen,CA,Caucasian or White,1,F,1,N,BS,SLSC,SR,FT,MB,Marine Biology,MB-BS,Marine Biology-BS
HIL,1962130,26127092,35,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BA,GEOL,SR,FT,GEOL,Geology,BA-GEOL1,Geology-BA
MAN,1978719,26293324,20,US Citizen,MA,Mixed Asian,0,M,1,N,BS,ME,JR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,2039420,26912833,23,US Citizen,CA,Caucasian or White,1,F,1,N,BS,HNFA,JR,FT,FSHN,Food Science & Human Nutrition,FSHN-BS,Food Sci & Human Nutrition-BS
MAN,2083274,27348464,29,US Citizen,CA,Caucasian or White,1,M,1,N,BS,SLSC,JR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,521615,10153437,40,US Citizen,CH,Chinese,0,M,1,N,BS,ICS,SR,PT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1336518,18104697,45,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,ICS,SR,PT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1336588,18105248,30,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BS,ENGR,SR,PT,PREN,Pre-Engineering,PREN-BS(40),Pre-Engineering-BS
MAN,1412960,19924215,29,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BA,ICS,JR,FT,ICS,Information & Computer Science,ICS-BA,Information & Computer Sci-BA
HIL,1540689,21803418,26,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BS,CSCI,SR,FT,CSCI,Computer Science,BS-CSCI1,Computer Science-BS
MAN,1544008,21838405,24,Resident Alien,KO,Korean,0,M,1,N,BA,ACM,SR,FT,CM,Creative Media,CM-BA,Creative Media-BA
MAN,1542782,21825101,24,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BS,ENGR,JR,FT,PREN,Pre-Engineering,PREN-BS(40),Pre-Engineering-BS
MAN,1591111,22326848,30,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BA,CHEM,SR,PT,CHEM,Chemistry,CHEM-BA,Chemistry-BA
MAN,1591772,22333558,33,US Citizen,HS,Hispanic,0,M,1,N,BS,SLSC,SR,PT,MB,Marine Biology,MB-BS,Marine Biology-BS
MAN,1588816,22301179,26,US Citizen,MA,Mixed Asian,0,M,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
HIL,1633646,22791315,57,US Citizen,AA,African American or Black,0,F,1,N,BS,ASTR,SR,PT,ASTR,Astronomy,BS-ASTR1,Astronomy-BS
MAN,1672180,23193303,22,US Citizen,MA,Mixed Asian,0,M,1,N,BS,CEE,SR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1669965,23165593,24,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BA,ICS,SR,PT,ICS,Information & Computer Science,ICS-BA,Information & Computer Sci-BA
WOA,1723245,23743755,23,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BA,ACMW,SR,FT,CM,Creative Media,BA-CM-VGD,BA-Creative Media-VGD
MAN,1724283,23754763,22,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,ME,SR,PT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1741507,23927642,23,US Citizen,FI,Filipino,0,M,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1742163,23934076,25,US Citizen,CA,Caucasian or White,1,M,1,N,BS,MATH,SR,FT,MATH,Mathematics,MATH-BS,Mathematics-BS
